YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.7,0.2,0.2,1.1,970.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,44.6,2.7,39.3,49.9,1085.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.0,0.7,4.6,7.4,1487.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.3,0.2,0.0,0.6,1552.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,53.4,3.0,47.5,59.2,641.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.5,0.8,3.0,5.9,971.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2004,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.0,0.9,5.2,8.7,2283.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,10.2,1.0,8.3,12.1,1544.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2004,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.9,0.4,4.1,5.7,2016.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2008,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,50.5,2.7,45.2,55.8,316.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
1999,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,56.5,2.3,51.9,61.1,673.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2013,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.0,0.3,0.4,1.6,944.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
1999,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,53.0,3.8,45.5,60.5,304.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2012,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.1,1.7,7.7,14.5,874.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2010,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.1,0.5,1.2,3.0,1280.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,22.9,1.9,19.2,26.6,2569.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2015,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.2,0.2,0.0,0.5,975.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,51.2,5.3,40.8,61.6,112.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,54.3,3.6,47.2,61.4,330.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
1999,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,0.2,0.2,0.8,4153.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2006,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,0.1,0.0,0.4,2064.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2006,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.3,0.5,4.4,6.2,3825.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2001,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.0,0.8,4.4,7.6,1870.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2013,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.8,0.9,8.1,11.5,1832.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,13.8,1.7,10.6,17.1,1885.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,47.6,3.3,41.2,54.0,525.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2004,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.0,0.0,0.0,0.0,1058.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2015,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.3,0.4,0.5,2.1,975.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,51.9,6.8,38.7,65.1,174.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.8,1.1,7.7,11.8,1987.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,11.4,0.6,10.2,12.6,2890.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,11.9,0.9,10.2,13.6,3011.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
1999,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,63.2,1.9,59.5,66.9,3331.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
1999,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,46.9,2.7,41.7,52.1,777.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.8,0.6,3.6,6.0,1904.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
1999,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.3,0.7,9.0,11.6,4035.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2010,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.4,0.5,4.5,6.3,2478.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.0,0.2,0.6,1.5,3804.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2015,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.4,1.0,5.5,9.3,1891.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.0,0.0,0.0,0.0,1082.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2006,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.1,0.8,3.6,6.6,2027.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,0.1,0.0,0.4,2899.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2014,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,46.7,3.5,39.8,53.6,226.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2015,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.1,0.3,0.4,1.7,1082.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,23.6,2.1,19.4,27.8,2412.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.6,0.4,0.9,2.4,1913.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,59.6,7.3,45.3,73.9,52.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2013,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.1,0.3,0.6,1.6,1833.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.6,0.7,5.2,8.0,4043.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2006,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.6,0.4,1.9,3.3,3892.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,13.6,1.1,11.4,15.8,1447.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.2,0.6,3.1,5.3,1522.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.4,0.3,0.9,1.9,2899.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.7,0.2,0.2,1.1,970.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2004,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.3,0.8,4.8,7.9,965.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.2,0.6,2.1,4.3,1895.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.1,1.0,5.2,9.0,1922.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2010,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.7,1.3,12.2,17.2,1299.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,4.1,0.6,2.8,5.4,3804.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,15.5,1.8,12.0,19.0,1034.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,26.4,1.8,23.0,29.9,3674.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2008,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,53.2,3.6,46.2,60.2,154.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0.0,0.3,2062.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,55.9,6.3,43.5,68.3,145.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2008,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.5,1.1,12.3,16.7,1456.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,52.4,4.1,44.4,60.5,305.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.2,1.0,6.3,10.1,3794.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.0,0.8,5.4,8.6,1179.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
1999,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.2,0.4,1.5,2.9,4199.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.9,0.6,1.8,4.0,2088.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.8,0.2,0.4,1.3,1082.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,0.5,2.3,4.1,4103.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2010,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,51.1,4.9,41.4,60.8,126.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2001,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.2,0.3,0.7,1.8,3821.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2014,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,63.7,2.4,59.1,68.3,259.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2006,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.5,0.6,2.3,4.7,1885.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,0.2,0.1,0.9,1500.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.0,0.2,0.6,1.5,3804.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2004,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.6,0.4,1.8,3.4,1058.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2010,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,5.4,0.6,4.3,6.5,2539.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2001,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,4.3,0.7,2.9,5.8,2274.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2012,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.5,0.6,2.3,4.7,1833.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
1999,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.9,0.5,2.0,3.8,4153.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2015,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,6.9,1.3,4.3,9.5,1043.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.8,0.2,0.4,1.3,1082.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2001,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.0,1.8,20.5,27.5,1987.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
1999,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,10.7,0.7,9.3,12.1,6598.0,Overall,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
